id,start_timestamp,duration,end_timestamp,start_frame_index,index,end_frame_index,confidence,filter_response,base_data
2,22680.952625600003,0.24408000000039465,22681.196705600003,151,154,158,0.3983238702211031,0.5163365105787914 0.6133170315512905 0.6972010047347458 0.7963412613780411 0.7974922024907185 0.8694716545532547 0.9354867623173928 0.8479980105968937 0.7554054180043012 0.6790185556733347 0.5885945787398202 0.5052072612589558 0.41629472014323005 0.3241544274634082 0.23941125332551563 0.14965873927224152 0.2400922634721508 0.16384295541584928 0.08993861550188047 0.00917189938321592 -0.017396065258920304 -0.08246531764786609 -0.08246531764786606 -0.08246531764786616 -0.08246531764786612 -0.08246531764786615 -0.17413198431453294 -0.23767801933938779 -0.401211582497264 -0.4725367411286241,22680.952625600003 22680.960711600004 22680.968582600002 22680.976720600003 22680.984650600003 22680.992633600003 22681.0006886 22681.0086316 22681.0166166 22681.0246436 22681.032721600004 22681.040670600003 22681.048590600003 22681.056669600002 22681.064647600004 22681.072607600003 22681.080773600002 22681.088520600002 22681.096734600003 22681.104547600004 22681.112705600004 22681.1205306 22681.1286456 22681.136558600003 22681.144686600004 22681.152665600002 22681.160695600003 22681.168586600004 22681.1771306 22681.188612600003
3,22689.060714600004,0.32398599999942235,22689.384700600003,393,397,402,0.37571649022108555,0.5172592953399374 0.6137506332662369 0.6744116561819075 0.7717231153876761 0.8125874413276927 0.8325691313547883 0.8302860031739691 0.7463122698106408 0.5700826255958529 0.44831537236031843 0.3616592423378457 0.19032380129249116 0.09773120869989858 0.005138616107305936 -0.013561715449946384 -0.10615430804253889 -0.1259086508330643 -0.12154863177617913 -0.05001867628564767 -0.10932207160547375 0.06351771468589391 0.14576374119302427 0.14576374119302427 0.24013405072794478 0.14846738406127807 0.08711901644088053 -0.027547884206240613 -0.08702138220627965 -0.10570325312976746 -0.22539913182091087 -0.3766558077517794 -0.34192276368384455 -0.5078370017969114 -0.6315998295774231 -0.7145098739031455 -0.7596145402072935 -0.6688737994665528 -0.6348655084339735 -0.5720165607676639 -0.5456621573601786,22689.060714600004 22689.068653600003 22689.076874600003 22689.084655600003 22689.092717600004 22689.100622600003 22689.1085706 22689.116568600002 22689.124665600004 22689.1365316 22689.1447216 22689.152643600002 22689.160649600002 22689.168548600002 22689.176687600004 22689.184593600003 22689.192743600004 22689.200620600004 22689.208631600002 22689.216650600003 22689.224699600003 22689.232684600003 22689.240654600002 22689.248671600002 22689.256841600003 22689.264641600003 22689.272692600003 22689.2809616 22689.288683600003 22689.2966186 22689.304534600004 22689.3127606 22689.3206896 22689.328629600004 22689.3365626 22689.3447196 22689.352690600004 22689.360587600004 22689.368480600002 22689.376651600003
4,22696.476709600003,0.29986400000052527,22696.776573600004,614,618,623,0.49657693375578305,0.5139382001787445 0.6117815094222647 0.6952571631942654 0.7625825190242814 0.7354875391665603 0.7895646147539388 0.8135477246343158 0.7234917070412143 0.7584888911916638 0.6721896715745267 0.5796077415906103 0.5906780303291829 0.49808543773659025 0.4074805551872338 0.319446432004937 0.24046982512376 0.3009536269252881 0.1569191930221504 0.0404060963589232 0.04040609635892318 -0.02282575163688822 -0.09852661117133465 -0.17064905919184578 -0.27866434852545624 -0.34302679609632764 -0.40918499915951534 -0.48037036834203145 -0.5459656220921614 -0.6846704262276193 -0.6199594676769014 -0.5758437608719914 -0.6613191228814638 -0.7466144623068687 -0.6839922832116233 -0.6323399797631936 -0.6046931489748284 -0.5639177660145442,22696.476709600003 22696.4847306 22696.492966600003 22696.500631600004 22696.508551600004 22696.516623600004 22696.524581600002 22696.532591600004 22696.540576600004 22696.5486926 22696.556689600002 22696.564742600003 22696.572554600003 22696.5806426 22696.5886786 22696.596799600004 22696.604589600003 22696.6166836 22696.624608600003 22696.6325976 22696.640574600002 22696.6486226 22696.656613600004 22696.664701600002 22696.672622600003 22696.680647600002 22696.688557600002 22696.6966036 22696.704497600003 22696.7125826 22696.720595600003 22696.728589600003 22696.736497600003 22696.7446826 22696.7526866 22696.7607056 22696.7685296
5,22704.2646816,0.38794400000188034,22704.652625600003,846,852,858,0.4387084052291603,0.5317307732723379 0.6186332691598825 0.6954039191758193 0.7591015431616044 0.786793331305186 0.8182279158521583 0.8431628180874721 0.8761055657157195 0.7964657247066498 0.7222698242576036 0.6422992381784651 0.5594950141730134 0.4770701737315568 0.39324993336642233 0.30856831206215746 0.1614490492064112 0.10501697754711115 0.04475615737907508 -0.011384800779983122 -0.07023465207036814 -0.11038716585461794 -0.11038716585461798 -0.11038716585461794 -0.110387165854618 -0.16966922369415519 -0.16966922369415513 -0.16966922369415513 -0.08635462739946403 -0.15651782396906938 -0.21664823844663184 -0.27691304329555017 -0.34574723551856906 -0.3327633693791567 -0.40867486259224506 -0.48644758258477666 -0.5654846550667092 -0.5276595617926941 -0.614529534516196 -0.6946708437510272 -0.7313314048388089 -0.6835976042921906 -0.6546055929207855 -0.6266685758155418 -0.5815927839620962 -0.5796955674807641,22704.2646816 22704.301955600004 22704.306242600003 22704.312671600004 22704.320649600002 22704.329205600003 22704.336534600003 22704.344634600002 22704.3526696 22704.360712600002 22704.368745600004 22704.3766896 22704.384664600002 22704.3928306 22704.4006846 22704.408695600003 22704.4166536 22704.4247786 22704.432694600004 22704.440620600002 22704.448638600003 22704.4566196 22704.464655600004 22704.4727396 22704.480638600002 22704.488702600003 22704.4966396 22704.504554600004 22704.512609600002 22704.520513600004 22704.5286826 22704.536587600003 22704.544713600004 22704.556690600002 22704.5646736 22704.5727106 22704.5806406 22704.588739600003 22704.596712600003 22704.6046806 22704.612682600004 22704.620653600003 22704.628755600002 22704.6366386 22704.644701600002
6,22711.9046086,0.31595799999922747,22712.2205666,1075,1079,1084,0.5656980376545236,0.5638520309218654 0.6564446235144582 0.7489285369714102 0.8338669328777879 0.9221552643511028 0.9444297518995073 1.0071893367502425 1.0102220431522086 0.9176294505596161 0.8250368579670235 0.7324442653744312 0.6398516727818384 0.5472590801892457 0.4072549302000125 0.31471667717524027 0.18986405664491537 0.0994235946119614 0.04199005454146292 -0.035686034180200894 -0.08349868367748033 -0.12905015172646606 -0.20240777615467032 -0.27091905469567 -0.35577309899179327 -0.4290963929602766 -0.4167705713655455 -0.49646524312885976 -0.5017963726899971 -0.5874664708004788 -0.671810807080595 -0.764319279858774 -0.8569118724513667 -0.8584015289459879 -0.8038431406530697 -0.7594131761636627 -0.6822976801640085 -0.6282436848196343 -0.596145019233798 -0.5293482682997621,22711.9046086 22711.912608600003 22711.9205336 22711.928653600004 22711.936669600003 22711.9449286 22711.952634600002 22711.960693600002 22711.968587600004 22711.976701600004 22711.984576600003 22711.992732600003 22712.000692600002 22712.008658600003 22712.016664600003 22712.024529600003 22712.036708600004 22712.044731600003 22712.052632600004 22712.060713600004 22712.068662600002 22712.076682600004 22712.084604600004 22712.092810600003 22712.100669600004 22712.1086016 22712.116574600004 22712.124526600004 22712.132633600002 22712.140611600003 22712.148678600002 22712.156653600003 22712.164584600003 22712.172621600002 22712.180746600003 22712.188557600002 22712.1966786 22712.204648600004 22712.2126276
7,22719.456646600003,0.33997399999861955,22719.796620600002,1300,1305,1310,0.4602566079269514,0.5096802299764179 0.6022451947123675 0.6838245653434796 0.6975462786668363 0.7667203884524814 0.8072838824195375 0.8185912312271904 0.7379426643895264 0.6532233762611327 0.6813339881432144 0.5954794743655876 0.510470375208819 0.43086799682278076 0.34048074849213467 0.2565218114299771 0.3044606991297182 0.23044115668287535 0.16740509458355987 0.11707699662199285 0.11707699662199268 0.11707699662199277 0.06517272193225877 0.0651727219322588 0.06517272193225887 0.0029826663044838957 -0.056711462703350084 -0.12940426953245385 -0.26142084662496695 -0.3163118733072907 -0.38858695888896433 -0.45688233064216244 -0.526247467795364 -0.5938910958716348 -0.6676197179814366 -0.7467243865457031 -0.8236664275101124 -0.780588790197001 -0.7416777522221135 -0.6859471162387435 -0.639696058764042 -0.6125292385293195 -0.5586207613024263,22719.456646600003 22719.4646676 22719.472691600004 22719.480738600003 22719.488671600004 22719.496599600003 22719.5046316 22719.516662600003 22719.524550600003 22719.532579600003 22719.5405916 22719.548684600002 22719.556670600003 22719.564513600002 22719.572620600004 22719.5807386 22719.588725600002 22719.596708600002 22719.604685600003 22719.6127086 22719.620623600003 22719.628646600002 22719.636675600002 22719.644799600002 22719.6526416 22719.6607336 22719.668693600004 22719.6767456 22719.684736600004 22719.692676600003 22719.7007306 22719.7085856 22719.7166026 22719.724525600002 22719.7324516 22719.740560600003 22719.748714600002 22719.7566436 22719.7644646 22719.772645600002 22719.780673600002 22719.788593600002
8,22726.8567116,0.40395600000192644,22727.260667600003,1521,1527,1533,0.36722185993561446,0.5579050887366613 0.5979335844991795 0.6327146336997438 0.7071776071089728 0.7587656424010684 0.8000749836374654 0.8280637905562808 0.7483853665776165 0.5951834625134211 0.5033886229016611 0.47062943562562454 0.3536757431231788 0.237066322633797 0.25673399473723296 0.27771968536229374 0.19482597160544993 0.0802114297405251 -0.048693012008064224 -0.10898371176376827 -0.10898371176376827 0.012234911179437492 0.01223491117943756 0.07757005403344608 0.07123813609744127 0.12565809844178755 0.06952796609377328 0.013079625079347002 0.01307962507934697 0.09921952475457484 0.22312647442276382 0.22312647442276384 0.15956104556685904 0.031062419231505906 -0.0283617890386731 -0.15400577894173617 -0.12623625791954482 -0.227311157155906 -0.3052909149858547 -0.37190899547822753 -0.44995530079027835 -0.5680154933475423 -0.7097491946859982 -0.7918328758013957 -0.7536619117842167 -0.7104758746493084 -0.683270543191323 -0.64928755653803 -0.6708812161740306 -0.6145111719779371 -0.548501897742459,22726.8567116 22726.864678600003 22726.872675600003 22726.880790600004 22726.888641600002 22726.896640600004 22726.904602600003 22726.912717600004 22726.9205456 22726.9287106 22726.937128600002 22726.944864600002 22726.9526016 22726.9607036 22726.9685376 22726.976791600002 22726.984586600003 22726.9967016 22727.004669600003 22727.0127466 22727.020695600004 22727.0286616 22727.036605600002 22727.044800600004 22727.052728600003 22727.0606946 22727.0685746 22727.076768600004 22727.084721600004 22727.092788600003 22727.100653600002 22727.108653600004 22727.116562600004 22727.124627600002 22727.1325346 22727.140533600003 22727.1487076 22727.1567246 22727.1645796 22727.1725336 22727.1807536 22727.188720600003 22727.196727600003 22727.204657600003 22727.212728600003 22727.220659600003 22727.2286926 22727.236620600004 22727.244737600002 22727.2526876
9,22734.532631600003,0.35201600000073086,22734.884647600004,1750,1755,1760,0.4174633520989536,0.5364502889704101 0.5594416200708799 0.6520342126634725 0.7446268052560651 0.7709296070233942 0.8427984483182831 0.846798482915468 0.860423773186785 0.7678311805941923 0.5880093718940316 0.45892655913883523 0.3663339665462427 0.19632092729229164 0.24293085768394507 0.1503382650913524 0.05774567249875981 0.09652639600120658 0.014295679057465772 -0.03400063453742305 -0.07053928087345905 -0.07053928087345894 0.10391915134167726 0.17689959166688457 0.1768995916668845 0.33174048498960146 0.26213922349747826 0.1790678230661001 0.11952549273924273 -0.008783284187524427 -0.07918595608096232 -0.1505276274065045 -0.17069945168491307 -0.2468787022078091 -0.41091049544890923 -0.5334538949815452 -0.6243809461548614 -0.7900835430671139 -0.8720670497466487 -0.7924140819474417 -0.7612346549506456 -0.7262430418098332 -0.6759586649589985 -0.6258679149005063 -0.6216655133644463,22734.532631600003 22734.540605600003 22734.5486616 22734.5566976 22734.564577600002 22734.5726236 22734.5807486 22734.5887216 22734.596709600002 22734.604710600004 22734.6127396 22734.6207246 22734.6287506 22734.636690600004 22734.644781600004 22734.6527486 22734.660772600004 22734.668634600002 22734.6767026 22734.684705600004 22734.692795600004 22734.700652600004 22734.708561600004 22734.716598600004 22734.724579600002 22734.732631600004 22734.740573600004 22734.748653600003 22734.756671600004 22734.764641600003 22734.772552600003 22734.780701600004 22734.7886866 22734.796732600003 22734.804575600003 22734.812679600003 22734.8206906 22734.828682600004 22734.836598600003 22734.844645600002 22734.852668600004 22734.860821600003 22734.868653600002 22734.876599600004
10,22742.8927536,0.2638550000010582,22743.156608600002,1999,2003,2007,0.4041946683935699,0.5904894544792226 0.6848166581326997 0.7828561549607082 0.8430758644806948 0.8773311229437419 0.9685124462202045 0.8840712027217907 0.7952396963282169 0.7085865962085202 0.6787126724712556 0.5879293678329226 0.4969198911624103 0.40643180060312206 0.31572278101281487 0.1560640099499151 0.08269286669715384 0.020072734639398696 -0.0688742103942112 -0.06887421039421114 -0.12732230784661203 -0.12732230784661205 -0.07579190961333239 -0.15769279754084858 -0.20885323573406378 -0.23344603766258407 -0.23344603766258396 -0.15875912408323156 -0.21507240037412512 -0.27526121481990334 -0.3327360807774461 -0.3981752641803906 -0.35559265026542664 -0.42167894694743113,22742.8927536 22742.9006846 22742.908697600004 22742.916543600004 22742.924554600002 22742.932595600003 22742.9408766 22742.948661600003 22742.956674600002 22742.964565600003 22742.9726106 22742.980675600003 22742.9886436 22742.996751600003 22743.004678600002 22743.0126486 22743.020661600003 22743.028734600004 22743.036681600002 22743.0446316 22743.0525816 22743.060678600003 22743.068725600002 22743.076791600004 22743.084700600004 22743.092682600003 22743.1007366 22743.108648600002 22743.116548600003 22743.124530600002 22743.132660600004 22743.1405506 22743.1486646
11,22750.700646600002,0.2599850000005972,22750.960631600003,2232,2236,2240,0.5484972458128019,0.5143923946719402 0.600788317306277 0.6953907509259528 0.7729217851218174 0.8181713465905777 0.8350556651840557 0.7458219985256542 0.66078696582946 0.5725916451967373 0.4900514863244862 0.5203309174831772 0.43231001218275433 0.49471425842125005 0.4066394605878426 0.2223802013285833 0.06254107452974157 -0.07762586487894928 -0.12331594428320214 -0.19316596522165147 -0.2716653375803268 -0.34089619319537745 -0.4252223500588375 -0.5745780717935502 -0.6586205822942107 -0.8286954348208752 -0.9212880274134677 -0.8305472866727268 -0.7704470072002346 -0.7092976528660037 -0.7134543202541492 -0.6663048496952761 -0.6018986975705182,22750.700646600002 22750.708803600002 22750.716541600003 22750.724678600003 22750.732503600004 22750.740590600002 22750.748655600004 22750.756596600004 22750.764491600003 22750.772596600003 22750.7806726 22750.788625600002 22750.796652600002 22750.8047436 22750.812750600002 22750.820666600004 22750.832573600004 22750.8407536 22750.848665600002 22750.856695600003 22750.864665600002 22750.872640600002 22750.880673600004 22750.8885946 22750.896691600003 22750.904590600003 22750.9125806 22750.920505600003 22750.928611600004 22750.936583600003 22750.944782600003 22750.952671600004
