Stim_images,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,eye_recoed_start.started,eye_recoed_start.stopped,polygon.started,polygon.stopped,roi.numLooks,roi.timesOn,roi.timesOff,Grid_2.started,high_grid_square1_2.started,high_grid_square2_2.started,high_grid_square3_2.started,high_grid_square4_2.started,high_grid_square5_2.started,high_grid_square6_2.started,high_grid_square7_2.started,high_grid_square8_2.started,high_grid_square9_2.started,high_grid_square10_2.started,high_grid_square11_2.started,high_grid_square12_2.started,high_grid_square13_2.started,high_grid_square14_2.started,high_grid_square15_2.started,high_grid_square16_2.started,dot1a.started,dot2a.started,dot3a.started,dot4a.started,dot5a.started,dot6a.started,dot7a.started,dot8a.started,dot9a.started,dot10a.started,dot11a.started,dot12a.started,dot13a.started,dot14a.started,dot15a.started,dot16a.started,roi_3.started,Grid_2.stopped,high_grid_square1_2.stopped,high_grid_square2_2.stopped,high_grid_square3_2.stopped,high_grid_square4_2.stopped,high_grid_square5_2.stopped,high_grid_square6_2.stopped,high_grid_square7_2.stopped,high_grid_square8_2.stopped,high_grid_square9_2.stopped,high_grid_square10_2.stopped,high_grid_square11_2.stopped,high_grid_square12_2.stopped,high_grid_square13_2.stopped,high_grid_square14_2.stopped,high_grid_square15_2.stopped,high_grid_square16_2.stopped,dot1a.stopped,dot2a.stopped,dot3a.stopped,dot4a.stopped,dot5a.stopped,dot6a.stopped,dot7a.stopped,dot8a.stopped,dot9a.stopped,dot10a.stopped,dot11a.stopped,dot12a.stopped,dot13a.stopped,dot14a.stopped,dot15a.stopped,dot16a.stopped,roi_3.stopped,roi_3.numLooks,roi_3.timesOn,roi_3.timesOff,polygon2.started,polygon2.stopped,image_2.started,image_2.stopped,grid.started,sq1.started,sq2.started,sq3.started,sq4.started,sq5.started,sq6.started,sq7.started,sq8.started,sq9.started,sq10.started,sq11.started,sq12.started,sq13.started,sq14.started,sq15.started,sq16.started,dot1_2.started,dot2_2.started,dot3_2.started,dot4_2.started,dot16_2.started,dot15_2.started,dot14_2.started,dot12_2.started,dot13_2.started,dot11_2.started,dot9_2.started,dot10_2.started,dot8_2.started,dot7_2.started,dot6_2.started,dot5_2.started,key_resp.started,roi_2.started,grid.stopped,sq1.stopped,sq2.stopped,sq3.stopped,sq4.stopped,sq5.stopped,sq6.stopped,sq7.stopped,sq8.stopped,sq9.stopped,sq10.stopped,sq11.stopped,sq12.stopped,sq13.stopped,sq14.stopped,sq15.stopped,sq16.stopped,dot1_2.stopped,dot2_2.stopped,dot3_2.stopped,dot4_2.stopped,dot16_2.stopped,dot15_2.stopped,dot14_2.stopped,dot12_2.stopped,dot13_2.stopped,dot11_2.stopped,dot9_2.stopped,dot10_2.stopped,dot8_2.stopped,dot7_2.stopped,dot6_2.stopped,dot5_2.stopped,key_resp.stopped,roi_2.stopped,key_resp.keys,roi_2.numLooks,roi_2.timesOn,roi_2.timesOff,image.started,image.stopped,Grid.started,high_grid_square1.started,high_grid_square2.started,high_grid_square3.started,high_grid_square4.started,high_grid_square5.started,high_grid_square6.started,high_grid_square7.started,high_grid_square8.started,high_grid_square9.started,high_grid_square10.started,high_grid_square11.started,high_grid_square12.started,high_grid_square13.started,high_grid_square14.started,high_grid_square15.started,high_grid_square16.started,dot1.started,dot2.started,dot3.started,dot4.started,dot5.started,dot6.started,dot7.started,dot8.started,dot9.started,dot10.started,dot11.started,dot12.started,dot13.started,dot14.started,dot15.started,dot16.started,roi.started,Grid.stopped,high_grid_square1.stopped,high_grid_square2.stopped,high_grid_square3.stopped,high_grid_square4.stopped,high_grid_square5.stopped,high_grid_square6.stopped,high_grid_square7.stopped,high_grid_square8.stopped,high_grid_square9.stopped,high_grid_square10.stopped,high_grid_square11.stopped,high_grid_square12.stopped,high_grid_square13.stopped,high_grid_square14.stopped,high_grid_square15.stopped,high_grid_square16.stopped,dot1.stopped,dot2.stopped,dot3.stopped,dot4.stopped,dot5.stopped,dot6.stopped,dot7.stopped,dot8.stopped,dot9.stopped,dot10.stopped,dot11.stopped,dot12.stopped,dot13.stopped,dot14.stopped,dot15.stopped,dot16.stopped,roi.stopped,key_resp.rt,etRecord.started,etRecord.stopped,participant,session,date,expName,psychopyVersion,frameRate,
FS/361.png,0,9,9,14,0,0,0,0,,,134.9594789000039,135.95618320000358,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,136.70611510000163,137.20837839999876,129.56736730000557,130.05433370000537,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,130.55605730000389,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,132.05479439999908,None,3,"[1.0149018000010983, 1.18312159999914, 1.3812945999961812]","[1.0815074999991339, 1.349871099999291, 1.482567699997162]",132.05479439999908,134.9594789000039,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,135.95618320000358,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,136.70611510000163,,,,Shruti_1,001,2023-07-20_16h13.26.184,visuospatial,2022.2.5,60.058581139511844,
FS/361.png,0,9,9,14,1,0,1,0,,,,,1,[0.4310903000005055],[0.7309531999999308],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,137.95599650000077,138.4561063000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.20837839999876,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,137.95599650000077,,,,Shruti_1,001,2023-07-20_16h13.26.184,visuospatial,2022.2.5,60.058581139511844,
FS/361.png,0,9,9,14,2,0,2,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,139.20606180000323,139.7436985000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,138.4561063000001,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,139.20606180000323,,,,Shruti_1,001,2023-07-20_16h13.26.184,visuospatial,2022.2.5,60.058581139511844,
OS/OS47.jpg,0,10,10,0,0,0,0,0,,,144.44893700000102,145.455962,2,"[0.09864250000100583, 0.49924279999686405]","[0.3309434000038891, 0.7500123999998323]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,146.2058012999987,146.7081973000022,139.7436985000022,140.22289760000422,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,140.72283099999913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['right'],0,,,142.0226358,144.44893700000102,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,145.455962,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,146.2058012999987,[1.2796821000010823],,,Shruti_1,001,2023-07-20_16h13.26.184,visuospatial,2022.2.5,60.058581139511844,
OS/OS47.jpg,0,10,10,0,1,0,1,0,,,,,1,[0.41365980000409763],[0.711822299999767],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,147.45400019999943,147.95579250000446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,146.7081973000022,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,147.45400019999943,,,,Shruti_1,001,2023-07-20_16h13.26.184,visuospatial,2022.2.5,60.058581139511844,
OS/OS47.jpg,0,10,10,0,2,0,2,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,148.70594130000245,149.22393810000358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,147.95579250000446,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,148.70594130000245,,,,Shruti_1,001,2023-07-20_16h13.26.184,visuospatial,2022.2.5,60.058581139511844,
FS/472.png,0,11,11,12,0,0,0,0,,,155.08847130000504,156.08906150000257,0,,,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.08906150000257,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,156.8388550000018,1,[0.0006394000010914169],[0.08207269999547862],156.8388550000018,157.34082440000202,149.22393810000358,149.7203870000012,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,150.22130930000276,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,151.7228896000015,None,1,[0.38376749999588355],[1.5018533999973442],151.7228896000015,155.08847130000504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shruti_1,001,2023-07-20_16h13.26.184,visuospatial,2022.2.5,60.058581139511844,
FS/472.png,0,11,11,12,1,0,1,0,,,,,0,,,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,157.34082440000202,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,158.08881950000068,1,[0.3132469999982277],[0.44495070000266423],158.08881950000068,158.5888419000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shruti_1,001,2023-07-20_16h13.26.184,visuospatial,2022.2.5,60.058581139511844,
FS/472.png,0,11,11,12,2,0,2,0,,,,,0,,,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,158.5888419000039,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,159.3387503000049,0,,,159.3387503000049,159.86567510000168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shruti_1,001,2023-07-20_16h13.26.184,visuospatial,2022.2.5,60.058581139511844,
FS/383.png,0,12,12,9,0,0,0,0,,,164.16685449999932,165.17201020000357,0,,,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.17201020000357,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,165.9205890000012,3,"[0.0006084999986342154, 0.18202240000391612, 0.2820283000037307]","[0.14866389999951934, 0.21378310000000056, 0.44864229999802774]",165.9205890000012,166.42449730000226,159.86567510000168,160.355301399999,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,160.85530790000485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['right'],0,,,161.5886673999994,164.16685449999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.7086571999971056],,,Shruti_1,001,2023-07-20_16h13.26.184,visuospatial,2022.2.5,60.058581139511844,
