Stim_images,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,eye_recoed_start.started,eye_recoed_start.stopped,polygon.started,polygon.stopped,Grid.started,high_grid_square1.started,high_grid_square2.started,high_grid_square3.started,high_grid_square4.started,high_grid_square5.started,high_grid_square6.started,high_grid_square7.started,high_grid_square8.started,high_grid_square9.started,high_grid_square10.started,high_grid_square11.started,high_grid_square12.started,high_grid_square13.started,high_grid_square14.started,high_grid_square15.started,high_grid_square16.started,dot1.started,dot2.started,dot3.started,dot4.started,dot5.started,dot6.started,dot7.started,dot8.started,dot9.started,dot10.started,dot11.started,dot12.started,dot13.started,dot14.started,dot15.started,dot16.started,roi.started,Grid.stopped,high_grid_square1.stopped,high_grid_square2.stopped,high_grid_square3.stopped,high_grid_square4.stopped,high_grid_square5.stopped,high_grid_square6.stopped,high_grid_square7.stopped,high_grid_square8.stopped,high_grid_square9.stopped,high_grid_square10.stopped,high_grid_square11.stopped,high_grid_square12.stopped,high_grid_square13.stopped,high_grid_square14.stopped,high_grid_square15.stopped,high_grid_square16.stopped,dot1.stopped,dot2.stopped,dot3.stopped,dot4.stopped,dot5.stopped,dot6.stopped,dot7.stopped,dot8.stopped,dot9.stopped,dot10.stopped,dot11.stopped,dot12.stopped,dot13.stopped,dot14.stopped,dot15.stopped,dot16.stopped,roi.stopped,roi.numLooks,roi.timesOn,roi.timesOff,roi_3.numLooks,roi_3.timesOn,roi_3.timesOff,polygon2.started,polygon2.stopped,image_2.started,image_2.stopped,grid.started,sq1.started,sq2.started,sq3.started,sq4.started,sq5.started,sq6.started,sq7.started,sq8.started,sq9.started,sq10.started,sq11.started,sq12.started,sq13.started,sq14.started,sq15.started,sq16.started,dot1_2.started,dot2_2.started,dot3_2.started,dot4_2.started,dot16_2.started,dot15_2.started,dot14_2.started,dot12_2.started,dot13_2.started,dot11_2.started,dot9_2.started,dot10_2.started,dot8_2.started,dot7_2.started,dot6_2.started,dot5_2.started,key_resp.started,roi_2.started,key_resp.keys,key_resp.rt,roi_2.numLooks,roi_2.timesOn,roi_2.timesOff,image.started,image.stopped,Grid_2.started,high_grid_square1_2.started,high_grid_square2_2.started,high_grid_square3_2.started,high_grid_square4_2.started,high_grid_square5_2.started,high_grid_square6_2.started,high_grid_square7_2.started,high_grid_square8_2.started,high_grid_square9_2.started,high_grid_square10_2.started,high_grid_square11_2.started,high_grid_square12_2.started,high_grid_square13_2.started,high_grid_square14_2.started,high_grid_square15_2.started,high_grid_square16_2.started,dot1a.started,dot2a.started,dot3a.started,dot4a.started,dot5a.started,dot6a.started,dot7a.started,dot8a.started,dot9a.started,dot10a.started,dot11a.started,dot12a.started,dot13a.started,dot14a.started,dot15a.started,dot16a.started,roi_3.started,Grid_2.stopped,high_grid_square1_2.stopped,high_grid_square2_2.stopped,high_grid_square3_2.stopped,high_grid_square4_2.stopped,high_grid_square5_2.stopped,high_grid_square6_2.stopped,high_grid_square7_2.stopped,high_grid_square8_2.stopped,high_grid_square9_2.stopped,high_grid_square10_2.stopped,high_grid_square11_2.stopped,high_grid_square12_2.stopped,high_grid_square13_2.stopped,high_grid_square14_2.stopped,high_grid_square15_2.stopped,high_grid_square16_2.stopped,dot1a.stopped,dot2a.stopped,dot3a.stopped,dot4a.stopped,dot5a.stopped,dot6a.stopped,dot7a.stopped,dot8a.stopped,dot9a.stopped,dot10a.stopped,dot11a.stopped,dot12a.stopped,dot13a.stopped,dot14a.stopped,dot15a.stopped,dot16a.stopped,roi_3.stopped,grid.stopped,sq1.stopped,sq2.stopped,sq3.stopped,sq4.stopped,sq5.stopped,sq6.stopped,sq7.stopped,sq8.stopped,sq9.stopped,sq10.stopped,sq11.stopped,sq12.stopped,sq13.stopped,sq14.stopped,sq15.stopped,sq16.stopped,dot1_2.stopped,dot2_2.stopped,dot3_2.stopped,dot4_2.stopped,dot16_2.stopped,dot15_2.stopped,dot14_2.stopped,dot12_2.stopped,dot13_2.stopped,dot11_2.stopped,dot9_2.stopped,dot10_2.stopped,dot8_2.stopped,dot7_2.stopped,dot6_2.stopped,dot5_2.stopped,key_resp.stopped,roi_2.stopped,etRecord.started,etRecord.stopped,participant,session,date,expName,psychopyVersion,frameRate,
FS/121.png,0,4,4,1,0,0,0,0,,,76.83802829997148,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,77.84474540001247,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,78.59635750000598,1,[0.000603599997702986],[0.4305044000502676],0,,,78.59635750000598,79.09633380000014,73.41660579998279,73.91322950000176,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,74.4131734999828,['left'],[0.7082675999845378],2,"[0.0009285000269301236, 0.5161629000212997]","[0.4812824000255205, 0.731378800002858]",75.14644629997201,76.83802829997148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_8,001,2023-07-31_17h41.19.884,visuospatial,2022.2.5,60.04646395809382,
FS/121.png,0,4,4,1,1,0,1,0,,,,,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.09633380000014,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,79.84669410000788,2,"[0.18276779999723658, 0.717658500012476]","[0.6826352999778464, 0.7512175000156276]",0,,,79.84669410000788,80.34633369999938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_8,001,2023-07-31_17h41.19.884,visuospatial,2022.2.5,60.04646395809382,
FS/121.png,0,4,4,1,2,0,2,0,,,,,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,80.34633369999938,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,81.09641009999905,2,"[0.0005753999575972557, 0.3313192999921739]","[0.2994819000014104, 0.7497712000040337]",0,,,81.09641009999905,81.63212799996836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_8,001,2023-07-31_17h41.19.884,visuospatial,2022.2.5,60.04646395809382,
OS/OS29.jpg,0,5,5,13,0,0,0,0,,,84.6610054000048,85.66285299998708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,[0.0007254999945871532],[0.7491550999693573],86.41157009999733,86.91293459996814,81.63212799996836,82.13006210001186,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,82.62976350000827,['right'],[1.011821299965959],2,"[0.0006264999974519014, 0.9335786000010557]","[0.9001489999936894, 1.033252299996093]",83.66314359998796,84.6610054000048,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,85.66285299998708,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,86.41157009999733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_8,001,2023-07-31_17h41.19.884,visuospatial,2022.2.5,60.04646395809382,
OS/OS29.jpg,0,5,5,13,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2,"[0.09743019996676594, 0.5812430999940261]","[0.13232519995654002, 0.685565099993255]",87.66533709998475,88.16129040002124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,86.91293459996814,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,87.66533709998475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_8,001,2023-07-31_17h41.19.884,visuospatial,2022.2.5,60.04646395809382,
OS/OS29.jpg,0,5,5,13,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,"[0.03276139998342842, 0.26606100000208244, 0.5660837999894284]","[0.19939239998348057, 0.4661713999812491, 0.6660412999917753]",88.91105759999482,89.43182270001853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.16129040002124,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,88.91105759999482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_8,001,2023-07-31_17h41.19.884,visuospatial,2022.2.5,60.04646395809382,
OS/OS30.jpg,0,6,6,14,0,0,0,0,,,92.6604023000109,93.6610498999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2,"[0.0007126000127755105, 0.7323596000205725]","[0.6989816999994218, 0.7484924000455067]",94.4127267000149,94.91264250001404,89.43182270001853,89.92949770000996,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,90.42955439997604,['left'],[0.5562572000198998],2,"[0.21697649999987334, 0.44976760004647076]","[0.41641440003877506, 0.5814826000132598]",91.01295489998301,92.6604023000109,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,93.6610498999944,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,94.4127267000149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_8,001,2023-07-31_17h41.19.884,visuospatial,2022.2.5,60.04646395809382,
OS/OS30.jpg,0,6,6,14,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,[0.0007545999833382666],[0.08221369999228045],95.66116899996996,96.16486710001482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,94.91264250001404,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,95.66116899996996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_8,001,2023-07-31_17h41.19.884,visuospatial,2022.2.5,60.04646395809382,
OS/OS30.jpg,0,6,6,14,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,[0.0006350999465212226],[0.4119193999795243],96.9126333000022,97.43284730002051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.16486710001482,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,96.9126333000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_8,001,2023-07-31_17h41.19.884,visuospatial,2022.2.5,60.04646395809382,
OS/OS13.jpg,0,7,7,7,0,0,0,0,,,101.07621520000976,102.07935199997155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,[0.0006605000235140324],[0.513677800016012],102.82765689998632,103.32745530002285,97.43284730002051,97.92925769998692,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,98.42790599999717,['left'],[0.8212920000078157],2,"[0.0006807000027038157, 0.3833297999808565]","[0.3170813999604434, 0.8490575999603607]",99.27940300002228,101.07621520000976,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.07935199997155,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,102.82765689998632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_8,001,2023-07-31_17h41.19.884,visuospatial,2022.2.5,60.04646395809382,
