Stim_images,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,eye_recoed_start.started,eye_recoed_start.stopped,polygon.started,polygon.stopped,roi.numLooks,roi.timesOn,roi.timesOff,Grid_2.started,high_grid_square1_2.started,high_grid_square2_2.started,high_grid_square3_2.started,high_grid_square4_2.started,high_grid_square5_2.started,high_grid_square6_2.started,high_grid_square7_2.started,high_grid_square8_2.started,high_grid_square9_2.started,high_grid_square10_2.started,high_grid_square11_2.started,high_grid_square12_2.started,high_grid_square13_2.started,high_grid_square14_2.started,high_grid_square15_2.started,high_grid_square16_2.started,dot1a.started,dot2a.started,dot3a.started,dot4a.started,dot5a.started,dot6a.started,dot7a.started,dot8a.started,dot9a.started,dot10a.started,dot11a.started,dot12a.started,dot13a.started,dot14a.started,dot15a.started,dot16a.started,roi_3.started,Grid_2.stopped,high_grid_square1_2.stopped,high_grid_square2_2.stopped,high_grid_square3_2.stopped,high_grid_square4_2.stopped,high_grid_square5_2.stopped,high_grid_square6_2.stopped,high_grid_square7_2.stopped,high_grid_square8_2.stopped,high_grid_square9_2.stopped,high_grid_square10_2.stopped,high_grid_square11_2.stopped,high_grid_square12_2.stopped,high_grid_square13_2.stopped,high_grid_square14_2.stopped,high_grid_square15_2.stopped,high_grid_square16_2.stopped,dot1a.stopped,dot2a.stopped,dot3a.stopped,dot4a.stopped,dot5a.stopped,dot6a.stopped,dot7a.stopped,dot8a.stopped,dot9a.stopped,dot10a.stopped,dot11a.stopped,dot12a.stopped,dot13a.stopped,dot14a.stopped,dot15a.stopped,dot16a.stopped,roi_3.stopped,roi_3.numLooks,roi_3.timesOn,roi_3.timesOff,polygon2.started,polygon2.stopped,image_2.started,image_2.stopped,grid.started,sq1.started,sq2.started,sq3.started,sq4.started,sq5.started,sq6.started,sq7.started,sq8.started,sq9.started,sq10.started,sq11.started,sq12.started,sq13.started,sq14.started,sq15.started,sq16.started,dot1_2.started,dot2_2.started,dot3_2.started,dot4_2.started,dot16_2.started,dot15_2.started,dot14_2.started,dot12_2.started,dot13_2.started,dot11_2.started,dot9_2.started,dot10_2.started,dot8_2.started,dot7_2.started,dot6_2.started,dot5_2.started,key_resp.started,roi_2.started,key_resp.keys,key_resp.rt,roi_2.numLooks,roi_2.timesOn,roi_2.timesOff,image.started,image.stopped,Grid.started,high_grid_square1.started,high_grid_square2.started,high_grid_square3.started,high_grid_square4.started,high_grid_square5.started,high_grid_square6.started,high_grid_square7.started,high_grid_square8.started,high_grid_square9.started,high_grid_square10.started,high_grid_square11.started,high_grid_square12.started,high_grid_square13.started,high_grid_square14.started,high_grid_square15.started,high_grid_square16.started,dot1.started,dot2.started,dot3.started,dot4.started,dot5.started,dot6.started,dot7.started,dot8.started,dot9.started,dot10.started,dot11.started,dot12.started,dot13.started,dot14.started,dot15.started,dot16.started,roi.started,Grid.stopped,high_grid_square1.stopped,high_grid_square2.stopped,high_grid_square3.stopped,high_grid_square4.stopped,high_grid_square5.stopped,high_grid_square6.stopped,high_grid_square7.stopped,high_grid_square8.stopped,high_grid_square9.stopped,high_grid_square10.stopped,high_grid_square11.stopped,high_grid_square12.stopped,high_grid_square13.stopped,high_grid_square14.stopped,high_grid_square15.stopped,high_grid_square16.stopped,dot1.stopped,dot2.stopped,dot3.stopped,dot4.stopped,dot5.stopped,dot6.stopped,dot7.stopped,dot8.stopped,dot9.stopped,dot10.stopped,dot11.stopped,dot12.stopped,dot13.stopped,dot14.stopped,dot15.stopped,dot16.stopped,roi.stopped,grid.stopped,sq1.stopped,sq2.stopped,sq3.stopped,sq4.stopped,sq5.stopped,sq6.stopped,sq7.stopped,sq8.stopped,sq9.stopped,sq10.stopped,sq11.stopped,sq12.stopped,sq13.stopped,sq14.stopped,sq15.stopped,sq16.stopped,dot1_2.stopped,dot2_2.stopped,dot3_2.stopped,dot4_2.stopped,dot16_2.stopped,dot15_2.stopped,dot14_2.stopped,dot12_2.stopped,dot13_2.stopped,dot11_2.stopped,dot9_2.stopped,dot10_2.stopped,dot8_2.stopped,dot7_2.stopped,dot6_2.stopped,dot5_2.stopped,key_resp.stopped,roi_2.stopped,etRecord.started,etRecord.stopped,participant,session,date,expName,psychopyVersion,frameRate,
OS/OS40.jpg,0,0,0,0,0,0,0,0,4.999997327104211e-05,4.999997327104211e-05,37.730192100047134,38.7372818000149,0,,,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,38.7372818000149,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,39.487266800017096,1,[0.0007593000191263855],[0.7485349000198767],39.487266800017096,39.98727189999772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_7,001,2023-07-31_17h37.01.738,visuospatial,2022.2.5,60.03316232677627,
OS/OS40.jpg,0,0,0,0,1,0,1,0,,,,,0,,,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,39.98727189999772,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,40.73724080005195,1,[0.000698799965903163],[0.7498151999898255],40.73724080005195,41.237252600025386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_7,001,2023-07-31_17h37.01.738,visuospatial,2022.2.5,60.03316232677627,
OS/OS40.jpg,0,0,0,0,2,0,2,0,,,,,0,,,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.237252600025386,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,41.987301900051534,3,"[0.0006512000109069049, 0.14900550001766533, 0.5823629000224173]","[0.049087800027336925, 0.5161172000225633, 0.7491902000037953]",41.987301900051534,42.580410000053234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_7,001,2023-07-31_17h37.01.738,visuospatial,2022.2.5,60.03316232677627,
OS/OS27.jpg,0,1,1,13,0,0,0,0,,,46.51997650001431,47.51910930004669,0,,,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,47.51910930004669,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,48.270458000013605,2,"[0.0005706000374630094, 0.6321607999852858]","[0.5989431000198238, 0.7477556000230834]",48.270458000013605,48.77065890002996,42.580410000053234,43.07073180004954,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,43.57052270002896,['left'],[0.7860389000270516],1,[0.0008419999503530562],[0.8155256999889389],44.387165800028015,46.51997650001431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_7,001,2023-07-31_17h37.01.738,visuospatial,2022.2.5,60.03316232677627,
OS/OS27.jpg,0,1,1,13,1,0,1,0,,,,,0,,,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,48.77065890002996,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,49.52069090004079,3,"[0.016213700000662357, 0.4516913000261411, 0.5824925000197254]","[0.19933930004481226, 0.5494371000095271, 0.6992553000454791]",49.52069090004079,50.0204104000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_7,001,2023-07-31_17h37.01.738,visuospatial,2022.2.5,60.03316232677627,
OS/OS27.jpg,0,1,1,13,2,0,2,0,,,,,0,,,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.0204104000004,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,50.7689750000136,1,[0.41588849999243394],[0.749428800016176],50.7689750000136,51.29734810005175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_7,001,2023-07-31_17h37.01.738,visuospatial,2022.2.5,60.03316232677627,
FS/902.png,0,2,2,19,0,0,0,0,,,55.48052510002162,56.486996999999974,1,[0.0008045000140555203],[0.3826685000094585],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,57.23703390004812,57.73725550004747,51.29734810005175,51.78704010002548,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,52.28554300003452,['left'],[0.7913910000352189],2,"[0.0013176000211387873, 0.6001758999773301]","[0.5667778999777511, 0.6999806999810971]",53.103697400016245,55.48052510002162,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,56.486996999999974,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,57.23703390004812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_7,001,2023-07-31_17h37.01.738,visuospatial,2022.2.5,60.03316232677627,
FS/902.png,0,2,2,19,1,0,1,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,58.486912100051995,58.98709550005151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,57.73725550004747,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,58.486912100051995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_7,001,2023-07-31_17h37.01.738,visuospatial,2022.2.5,60.03316232677627,
FS/902.png,0,2,2,19,2,0,2,0,,,,,2,"[0.0006930999807082117, 0.5331098000169732]","[0.03303270001197234, 0.6331067999708466]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,59.736838400014676,60.27591750002466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,58.98709550005151,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,59.736838400014676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_7,001,2023-07-31_17h37.01.738,visuospatial,2022.2.5,60.03316232677627,
OS/OS8.jpg,0,3,3,12,0,0,0,0,,,63.247996799997054,64.25159130000975,0,,,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,64.25159130000975,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,65.00338030001149,1,[0.0006870999932289124],[0.7491294999490492],65.00338030001149,65.50335150002502,60.27591750002466,60.77004550001584,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,61.27048250002554,['right'],[0.9260710999951698],3,"[0.017758800007868558, 0.4164728000178002, 0.9171661000000313]","[0.21682659996440634, 0.5836815999937244, 0.95033899997361]",62.220084900036454,63.247996799997054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISHANI_7,001,2023-07-31_17h37.01.738,visuospatial,2022.2.5,60.03316232677627,
